# Created by Octave 5.2.0, Tue Sep 14 15:52:49 2021 UTC <root@0x00>
# name: H
# type: complex matrix
# rows: 39
# columns: 39
 (1,0) (-0.72637728318711048,0.68729618249319024) (-0.72637728318711048,-0.68729618249319024) (-0.86240850041020178,0.50621297733288795) (-0.86240850041020178,-0.50621297733288795) (-0.99730884805193887,0.073314811582072648) (-0.99730884805193887,-0.073314811582072648) (0.49397196230637658,0.86947783206657281) (0.49397196230637658,-0.86947783206657281) (-0.59514363669031112,-0.8036193450303637) (-0.59514363669031112,0.8036193450303637) (0.0073172874327291932,0.99997322829395108) (0.0073172874327291932,-0.99997322829395108) (0.67853185355382473,-0.73457097935652926) (0.67853185355382473,0.73457097935652926) (-0.23470816122497129,-0.97206588205450006) (-0.23470816122497129,0.97206588205450006) (0.27445026807874295,-0.96160129489903767) (0.27445026807874295,0.96160129489903767) (0.99353471662041581,0.11352870504850003) (0.99353471662041581,-0.11352870504850003) (0.8620309976811853,0.50685556032935153) (0.8620309976811853,-0.50685556032935153) (-0.92712572450504582,-0.37475043823989651) (-0.92712572450504582,0.37475043823989651) (0.99101731365282453,-0.13373363092483162) (0.99101731365282453,0.13373363092483162) (-0.64282563430211082,-0.76601253506981748) (-0.64282563430211082,0.76601253506981748) (-0.20455708158454675,-0.97885463699857567) (-0.20455708158454675,0.97885463699857567) (-0.64420557934822764,-0.76485238545526824) (-0.64420557934822764,0.76485238545526824) (-0.45829865836701422,0.88879825592706629) (-0.45829865836701422,-0.88879825592706629) (0.86800999268090095,-0.49654672751524825) (0.86800999268090095,0.49654672751524825) (0.62409471566447838,-0.78134869672872309) (0.62409471566447838,0.78134869672872309)
 (1,0) (0.62409471566447838,0.78134869672872309) (0.62409471566447838,-0.78134869672872309) (-0.72637728318711048,-0.68729618249319024) (-0.72637728318711048,0.68729618249319024) (-0.86240850041020178,-0.50621297733288795) (-0.86240850041020178,0.50621297733288795) (-0.99730884805193887,-0.073314811582072648) (-0.99730884805193887,0.073314811582072648) (0.49397196230637658,-0.86947783206657281) (0.49397196230637658,0.86947783206657281) (-0.59514363669031112,0.8036193450303637) (-0.59514363669031112,-0.8036193450303637) (0.0073172874327291932,-0.99997322829395108) (0.0073172874327291932,0.99997322829395108) (0.67853185355382473,0.73457097935652926) (0.67853185355382473,-0.73457097935652926) (-0.23470816122497129,0.97206588205450006) (-0.23470816122497129,-0.97206588205450006) (0.27445026807874295,0.96160129489903767) (0.27445026807874295,-0.96160129489903767) (0.99353471662041581,-0.11352870504850003) (0.99353471662041581,0.11352870504850003) (0.8620309976811853,-0.50685556032935153) (0.8620309976811853,0.50685556032935153) (-0.92712572450504582,0.37475043823989651) (-0.92712572450504582,-0.37475043823989651) (0.99101731365282453,0.13373363092483162) (0.99101731365282453,-0.13373363092483162) (-0.64282563430211082,0.76601253506981748) (-0.64282563430211082,-0.76601253506981748) (-0.20455708158454675,0.97885463699857567) (-0.20455708158454675,-0.97885463699857567) (-0.64420557934822764,0.76485238545526824) (-0.64420557934822764,-0.76485238545526824) (-0.45829865836701422,-0.88879825592706629) (-0.45829865836701422,0.88879825592706629) (0.86800999268090095,0.49654672751524825) (0.86800999268090095,-0.49654672751524825)
 (1,0) (0.62409471566447838,-0.78134869672872309) (0.62409471566447838,0.78134869672872309) (-0.72637728318711048,0.68729618249319024) (-0.72637728318711048,-0.68729618249319024) (-0.86240850041020178,0.50621297733288795) (-0.86240850041020178,-0.50621297733288795) (-0.99730884805193887,0.073314811582072648) (-0.99730884805193887,-0.073314811582072648) (0.49397196230637658,0.86947783206657281) (0.49397196230637658,-0.86947783206657281) (-0.59514363669031112,-0.8036193450303637) (-0.59514363669031112,0.8036193450303637) (0.0073172874327291932,0.99997322829395108) (0.0073172874327291932,-0.99997322829395108) (0.67853185355382473,-0.73457097935652926) (0.67853185355382473,0.73457097935652926) (-0.23470816122497129,-0.97206588205450006) (-0.23470816122497129,0.97206588205450006) (0.27445026807874295,-0.96160129489903767) (0.27445026807874295,0.96160129489903767) (0.99353471662041581,0.11352870504850003) (0.99353471662041581,-0.11352870504850003) (0.8620309976811853,0.50685556032935153) (0.8620309976811853,-0.50685556032935153) (-0.92712572450504582,-0.37475043823989651) (-0.92712572450504582,0.37475043823989651) (0.99101731365282453,-0.13373363092483162) (0.99101731365282453,0.13373363092483162) (-0.64282563430211082,-0.76601253506981748) (-0.64282563430211082,0.76601253506981748) (-0.20455708158454675,-0.97885463699857567) (-0.20455708158454675,0.97885463699857567) (-0.64420557934822764,-0.76485238545526824) (-0.64420557934822764,0.76485238545526824) (-0.45829865836701422,0.88879825592706629) (-0.45829865836701422,-0.88879825592706629) (0.86800999268090095,-0.49654672751524825) (0.86800999268090095,0.49654672751524825)
 (1,0) (0.86800999268090095,0.49654672751524825) (0.86800999268090095,-0.49654672751524825) (0.62409471566447838,0.78134869672872309) (0.62409471566447838,-0.78134869672872309) (-0.72637728318711048,-0.68729618249319024) (-0.72637728318711048,0.68729618249319024) (-0.86240850041020178,-0.50621297733288795) (-0.86240850041020178,0.50621297733288795) (-0.99730884805193887,-0.073314811582072648) (-0.99730884805193887,0.073314811582072648) (0.49397196230637658,-0.86947783206657281) (0.49397196230637658,0.86947783206657281) (-0.59514363669031112,0.8036193450303637) (-0.59514363669031112,-0.8036193450303637) (0.0073172874327291932,-0.99997322829395108) (0.0073172874327291932,0.99997322829395108) (0.67853185355382473,0.73457097935652926) (0.67853185355382473,-0.73457097935652926) (-0.23470816122497129,0.97206588205450006) (-0.23470816122497129,-0.97206588205450006) (0.27445026807874295,0.96160129489903767) (0.27445026807874295,-0.96160129489903767) (0.99353471662041581,-0.11352870504850003) (0.99353471662041581,0.11352870504850003) (0.8620309976811853,-0.50685556032935153) (0.8620309976811853,0.50685556032935153) (-0.92712572450504582,0.37475043823989651) (-0.92712572450504582,-0.37475043823989651) (0.99101731365282453,0.13373363092483162) (0.99101731365282453,-0.13373363092483162) (-0.64282563430211082,0.76601253506981748) (-0.64282563430211082,-0.76601253506981748) (-0.20455708158454675,0.97885463699857567) (-0.20455708158454675,-0.97885463699857567) (-0.64420557934822764,0.76485238545526824) (-0.64420557934822764,-0.76485238545526824) (-0.45829865836701422,-0.88879825592706629) (-0.45829865836701422,0.88879825592706629)
 (1,0) (0.86800999268090095,-0.49654672751524825) (0.86800999268090095,0.49654672751524825) (0.62409471566447838,-0.78134869672872309) (0.62409471566447838,0.78134869672872309) (-0.72637728318711048,0.68729618249319024) (-0.72637728318711048,-0.68729618249319024) (-0.86240850041020178,0.50621297733288795) (-0.86240850041020178,-0.50621297733288795) (-0.99730884805193887,0.073314811582072648) (-0.99730884805193887,-0.073314811582072648) (0.49397196230637658,0.86947783206657281) (0.49397196230637658,-0.86947783206657281) (-0.59514363669031112,-0.8036193450303637) (-0.59514363669031112,0.8036193450303637) (0.0073172874327291932,0.99997322829395108) (0.0073172874327291932,-0.99997322829395108) (0.67853185355382473,-0.73457097935652926) (0.67853185355382473,0.73457097935652926) (-0.23470816122497129,-0.97206588205450006) (-0.23470816122497129,0.97206588205450006) (0.27445026807874295,-0.96160129489903767) (0.27445026807874295,0.96160129489903767) (0.99353471662041581,0.11352870504850003) (0.99353471662041581,-0.11352870504850003) (0.8620309976811853,0.50685556032935153) (0.8620309976811853,-0.50685556032935153) (-0.92712572450504582,-0.37475043823989651) (-0.92712572450504582,0.37475043823989651) (0.99101731365282453,-0.13373363092483162) (0.99101731365282453,0.13373363092483162) (-0.64282563430211082,-0.76601253506981748) (-0.64282563430211082,0.76601253506981748) (-0.20455708158454675,-0.97885463699857567) (-0.20455708158454675,0.97885463699857567) (-0.64420557934822764,-0.76485238545526824) (-0.64420557934822764,0.76485238545526824) (-0.45829865836701422,0.88879825592706629) (-0.45829865836701422,-0.88879825592706629)
 (1,0) (-0.45829865836701422,-0.88879825592706629) (-0.45829865836701422,0.88879825592706629) (0.86800999268090095,0.49654672751524825) (0.86800999268090095,-0.49654672751524825) (0.62409471566447838,0.78134869672872309) (0.62409471566447838,-0.78134869672872309) (-0.72637728318711048,-0.68729618249319024) (-0.72637728318711048,0.68729618249319024) (-0.86240850041020178,-0.50621297733288795) (-0.86240850041020178,0.50621297733288795) (-0.99730884805193887,-0.073314811582072648) (-0.99730884805193887,0.073314811582072648) (0.49397196230637658,-0.86947783206657281) (0.49397196230637658,0.86947783206657281) (-0.59514363669031112,0.8036193450303637) (-0.59514363669031112,-0.8036193450303637) (0.0073172874327291932,-0.99997322829395108) (0.0073172874327291932,0.99997322829395108) (0.67853185355382473,0.73457097935652926) (0.67853185355382473,-0.73457097935652926) (-0.23470816122497129,0.97206588205450006) (-0.23470816122497129,-0.97206588205450006) (0.27445026807874295,0.96160129489903767) (0.27445026807874295,-0.96160129489903767) (0.99353471662041581,-0.11352870504850003) (0.99353471662041581,0.11352870504850003) (0.8620309976811853,-0.50685556032935153) (0.8620309976811853,0.50685556032935153) (-0.92712572450504582,0.37475043823989651) (-0.92712572450504582,-0.37475043823989651) (0.99101731365282453,0.13373363092483162) (0.99101731365282453,-0.13373363092483162) (-0.64282563430211082,0.76601253506981748) (-0.64282563430211082,-0.76601253506981748) (-0.20455708158454675,0.97885463699857567) (-0.20455708158454675,-0.97885463699857567) (-0.64420557934822764,0.76485238545526824) (-0.64420557934822764,-0.76485238545526824)
 (1,0) (-0.45829865836701422,0.88879825592706629) (-0.45829865836701422,-0.88879825592706629) (0.86800999268090095,-0.49654672751524825) (0.86800999268090095,0.49654672751524825) (0.62409471566447838,-0.78134869672872309) (0.62409471566447838,0.78134869672872309) (-0.72637728318711048,0.68729618249319024) (-0.72637728318711048,-0.68729618249319024) (-0.86240850041020178,0.50621297733288795) (-0.86240850041020178,-0.50621297733288795) (-0.99730884805193887,0.073314811582072648) (-0.99730884805193887,-0.073314811582072648) (0.49397196230637658,0.86947783206657281) (0.49397196230637658,-0.86947783206657281) (-0.59514363669031112,-0.8036193450303637) (-0.59514363669031112,0.8036193450303637) (0.0073172874327291932,0.99997322829395108) (0.0073172874327291932,-0.99997322829395108) (0.67853185355382473,-0.73457097935652926) (0.67853185355382473,0.73457097935652926) (-0.23470816122497129,-0.97206588205450006) (-0.23470816122497129,0.97206588205450006) (0.27445026807874295,-0.96160129489903767) (0.27445026807874295,0.96160129489903767) (0.99353471662041581,0.11352870504850003) (0.99353471662041581,-0.11352870504850003) (0.8620309976811853,0.50685556032935153) (0.8620309976811853,-0.50685556032935153) (-0.92712572450504582,-0.37475043823989651) (-0.92712572450504582,0.37475043823989651) (0.99101731365282453,-0.13373363092483162) (0.99101731365282453,0.13373363092483162) (-0.64282563430211082,-0.76601253506981748) (-0.64282563430211082,0.76601253506981748) (-0.20455708158454675,-0.97885463699857567) (-0.20455708158454675,0.97885463699857567) (-0.64420557934822764,-0.76485238545526824) (-0.64420557934822764,0.76485238545526824)
 (1,0) (-0.64420557934822764,0.76485238545526824) (-0.64420557934822764,-0.76485238545526824) (-0.45829865836701422,-0.88879825592706629) (-0.45829865836701422,0.88879825592706629) (0.86800999268090095,0.49654672751524825) (0.86800999268090095,-0.49654672751524825) (0.62409471566447838,0.78134869672872309) (0.62409471566447838,-0.78134869672872309) (-0.72637728318711048,-0.68729618249319024) (-0.72637728318711048,0.68729618249319024) (-0.86240850041020178,-0.50621297733288795) (-0.86240850041020178,0.50621297733288795) (-0.99730884805193887,-0.073314811582072648) (-0.99730884805193887,0.073314811582072648) (0.49397196230637658,-0.86947783206657281) (0.49397196230637658,0.86947783206657281) (-0.59514363669031112,0.8036193450303637) (-0.59514363669031112,-0.8036193450303637) (0.0073172874327291932,-0.99997322829395108) (0.0073172874327291932,0.99997322829395108) (0.67853185355382473,0.73457097935652926) (0.67853185355382473,-0.73457097935652926) (-0.23470816122497129,0.97206588205450006) (-0.23470816122497129,-0.97206588205450006) (0.27445026807874295,0.96160129489903767) (0.27445026807874295,-0.96160129489903767) (0.99353471662041581,-0.11352870504850003) (0.99353471662041581,0.11352870504850003) (0.8620309976811853,-0.50685556032935153) (0.8620309976811853,0.50685556032935153) (-0.92712572450504582,0.37475043823989651) (-0.92712572450504582,-0.37475043823989651) (0.99101731365282453,0.13373363092483162) (0.99101731365282453,-0.13373363092483162) (-0.64282563430211082,0.76601253506981748) (-0.64282563430211082,-0.76601253506981748) (-0.20455708158454675,0.97885463699857567) (-0.20455708158454675,-0.97885463699857567)
 (1,0) (-0.64420557934822764,-0.76485238545526824) (-0.64420557934822764,0.76485238545526824) (-0.45829865836701422,0.88879825592706629) (-0.45829865836701422,-0.88879825592706629) (0.86800999268090095,-0.49654672751524825) (0.86800999268090095,0.49654672751524825) (0.62409471566447838,-0.78134869672872309) (0.62409471566447838,0.78134869672872309) (-0.72637728318711048,0.68729618249319024) (-0.72637728318711048,-0.68729618249319024) (-0.86240850041020178,0.50621297733288795) (-0.86240850041020178,-0.50621297733288795) (-0.99730884805193887,0.073314811582072648) (-0.99730884805193887,-0.073314811582072648) (0.49397196230637658,0.86947783206657281) (0.49397196230637658,-0.86947783206657281) (-0.59514363669031112,-0.8036193450303637) (-0.59514363669031112,0.8036193450303637) (0.0073172874327291932,0.99997322829395108) (0.0073172874327291932,-0.99997322829395108) (0.67853185355382473,-0.73457097935652926) (0.67853185355382473,0.73457097935652926) (-0.23470816122497129,-0.97206588205450006) (-0.23470816122497129,0.97206588205450006) (0.27445026807874295,-0.96160129489903767) (0.27445026807874295,0.96160129489903767) (0.99353471662041581,0.11352870504850003) (0.99353471662041581,-0.11352870504850003) (0.8620309976811853,0.50685556032935153) (0.8620309976811853,-0.50685556032935153) (-0.92712572450504582,-0.37475043823989651) (-0.92712572450504582,0.37475043823989651) (0.99101731365282453,-0.13373363092483162) (0.99101731365282453,0.13373363092483162) (-0.64282563430211082,-0.76601253506981748) (-0.64282563430211082,0.76601253506981748) (-0.20455708158454675,-0.97885463699857567) (-0.20455708158454675,0.97885463699857567)
 (1,0) (-0.20455708158454675,0.97885463699857567) (-0.20455708158454675,-0.97885463699857567) (-0.64420557934822764,0.76485238545526824) (-0.64420557934822764,-0.76485238545526824) (-0.45829865836701422,-0.88879825592706629) (-0.45829865836701422,0.88879825592706629) (0.86800999268090095,0.49654672751524825) (0.86800999268090095,-0.49654672751524825) (0.62409471566447838,0.78134869672872309) (0.62409471566447838,-0.78134869672872309) (-0.72637728318711048,-0.68729618249319024) (-0.72637728318711048,0.68729618249319024) (-0.86240850041020178,-0.50621297733288795) (-0.86240850041020178,0.50621297733288795) (-0.99730884805193887,-0.073314811582072648) (-0.99730884805193887,0.073314811582072648) (0.49397196230637658,-0.86947783206657281) (0.49397196230637658,0.86947783206657281) (-0.59514363669031112,0.8036193450303637) (-0.59514363669031112,-0.8036193450303637) (0.0073172874327291932,-0.99997322829395108) (0.0073172874327291932,0.99997322829395108) (0.67853185355382473,0.73457097935652926) (0.67853185355382473,-0.73457097935652926) (-0.23470816122497129,0.97206588205450006) (-0.23470816122497129,-0.97206588205450006) (0.27445026807874295,0.96160129489903767) (0.27445026807874295,-0.96160129489903767) (0.99353471662041581,-0.11352870504850003) (0.99353471662041581,0.11352870504850003) (0.8620309976811853,-0.50685556032935153) (0.8620309976811853,0.50685556032935153) (-0.92712572450504582,0.37475043823989651) (-0.92712572450504582,-0.37475043823989651) (0.99101731365282453,0.13373363092483162) (0.99101731365282453,-0.13373363092483162) (-0.64282563430211082,0.76601253506981748) (-0.64282563430211082,-0.76601253506981748)
 (1,0) (-0.20455708158454675,-0.97885463699857567) (-0.20455708158454675,0.97885463699857567) (-0.64420557934822764,-0.76485238545526824) (-0.64420557934822764,0.76485238545526824) (-0.45829865836701422,0.88879825592706629) (-0.45829865836701422,-0.88879825592706629) (0.86800999268090095,-0.49654672751524825) (0.86800999268090095,0.49654672751524825) (0.62409471566447838,-0.78134869672872309) (0.62409471566447838,0.78134869672872309) (-0.72637728318711048,0.68729618249319024) (-0.72637728318711048,-0.68729618249319024) (-0.86240850041020178,0.50621297733288795) (-0.86240850041020178,-0.50621297733288795) (-0.99730884805193887,0.073314811582072648) (-0.99730884805193887,-0.073314811582072648) (0.49397196230637658,0.86947783206657281) (0.49397196230637658,-0.86947783206657281) (-0.59514363669031112,-0.8036193450303637) (-0.59514363669031112,0.8036193450303637) (0.0073172874327291932,0.99997322829395108) (0.0073172874327291932,-0.99997322829395108) (0.67853185355382473,-0.73457097935652926) (0.67853185355382473,0.73457097935652926) (-0.23470816122497129,-0.97206588205450006) (-0.23470816122497129,0.97206588205450006) (0.27445026807874295,-0.96160129489903767) (0.27445026807874295,0.96160129489903767) (0.99353471662041581,0.11352870504850003) (0.99353471662041581,-0.11352870504850003) (0.8620309976811853,0.50685556032935153) (0.8620309976811853,-0.50685556032935153) (-0.92712572450504582,-0.37475043823989651) (-0.92712572450504582,0.37475043823989651) (0.99101731365282453,-0.13373363092483162) (0.99101731365282453,0.13373363092483162) (-0.64282563430211082,-0.76601253506981748) (-0.64282563430211082,0.76601253506981748)
 (1,0) (-0.64282563430211082,0.76601253506981748) (-0.64282563430211082,-0.76601253506981748) (-0.20455708158454675,0.97885463699857567) (-0.20455708158454675,-0.97885463699857567) (-0.64420557934822764,0.76485238545526824) (-0.64420557934822764,-0.76485238545526824) (-0.45829865836701422,-0.88879825592706629) (-0.45829865836701422,0.88879825592706629) (0.86800999268090095,0.49654672751524825) (0.86800999268090095,-0.49654672751524825) (0.62409471566447838,0.78134869672872309) (0.62409471566447838,-0.78134869672872309) (-0.72637728318711048,-0.68729618249319024) (-0.72637728318711048,0.68729618249319024) (-0.86240850041020178,-0.50621297733288795) (-0.86240850041020178,0.50621297733288795) (-0.99730884805193887,-0.073314811582072648) (-0.99730884805193887,0.073314811582072648) (0.49397196230637658,-0.86947783206657281) (0.49397196230637658,0.86947783206657281) (-0.59514363669031112,0.8036193450303637) (-0.59514363669031112,-0.8036193450303637) (0.0073172874327291932,-0.99997322829395108) (0.0073172874327291932,0.99997322829395108) (0.67853185355382473,0.73457097935652926) (0.67853185355382473,-0.73457097935652926) (-0.23470816122497129,0.97206588205450006) (-0.23470816122497129,-0.97206588205450006) (0.27445026807874295,0.96160129489903767) (0.27445026807874295,-0.96160129489903767) (0.99353471662041581,-0.11352870504850003) (0.99353471662041581,0.11352870504850003) (0.8620309976811853,-0.50685556032935153) (0.8620309976811853,0.50685556032935153) (-0.92712572450504582,0.37475043823989651) (-0.92712572450504582,-0.37475043823989651) (0.99101731365282453,0.13373363092483162) (0.99101731365282453,-0.13373363092483162)
 (1,0) (-0.64282563430211082,-0.76601253506981748) (-0.64282563430211082,0.76601253506981748) (-0.20455708158454675,-0.97885463699857567) (-0.20455708158454675,0.97885463699857567) (-0.64420557934822764,-0.76485238545526824) (-0.64420557934822764,0.76485238545526824) (-0.45829865836701422,0.88879825592706629) (-0.45829865836701422,-0.88879825592706629) (0.86800999268090095,-0.49654672751524825) (0.86800999268090095,0.49654672751524825) (0.62409471566447838,-0.78134869672872309) (0.62409471566447838,0.78134869672872309) (-0.72637728318711048,0.68729618249319024) (-0.72637728318711048,-0.68729618249319024) (-0.86240850041020178,0.50621297733288795) (-0.86240850041020178,-0.50621297733288795) (-0.99730884805193887,0.073314811582072648) (-0.99730884805193887,-0.073314811582072648) (0.49397196230637658,0.86947783206657281) (0.49397196230637658,-0.86947783206657281) (-0.59514363669031112,-0.8036193450303637) (-0.59514363669031112,0.8036193450303637) (0.0073172874327291932,0.99997322829395108) (0.0073172874327291932,-0.99997322829395108) (0.67853185355382473,-0.73457097935652926) (0.67853185355382473,0.73457097935652926) (-0.23470816122497129,-0.97206588205450006) (-0.23470816122497129,0.97206588205450006) (0.27445026807874295,-0.96160129489903767) (0.27445026807874295,0.96160129489903767) (0.99353471662041581,0.11352870504850003) (0.99353471662041581,-0.11352870504850003) (0.8620309976811853,0.50685556032935153) (0.8620309976811853,-0.50685556032935153) (-0.92712572450504582,-0.37475043823989651) (-0.92712572450504582,0.37475043823989651) (0.99101731365282453,-0.13373363092483162) (0.99101731365282453,0.13373363092483162)
 (1,0) (0.99101731365282453,0.13373363092483162) (0.99101731365282453,-0.13373363092483162) (-0.64282563430211082,0.76601253506981748) (-0.64282563430211082,-0.76601253506981748) (-0.20455708158454675,0.97885463699857567) (-0.20455708158454675,-0.97885463699857567) (-0.64420557934822764,0.76485238545526824) (-0.64420557934822764,-0.76485238545526824) (-0.45829865836701422,-0.88879825592706629) (-0.45829865836701422,0.88879825592706629) (0.86800999268090095,0.49654672751524825) (0.86800999268090095,-0.49654672751524825) (0.62409471566447838,0.78134869672872309) (0.62409471566447838,-0.78134869672872309) (-0.72637728318711048,-0.68729618249319024) (-0.72637728318711048,0.68729618249319024) (-0.86240850041020178,-0.50621297733288795) (-0.86240850041020178,0.50621297733288795) (-0.99730884805193887,-0.073314811582072648) (-0.99730884805193887,0.073314811582072648) (0.49397196230637658,-0.86947783206657281) (0.49397196230637658,0.86947783206657281) (-0.59514363669031112,0.8036193450303637) (-0.59514363669031112,-0.8036193450303637) (0.0073172874327291932,-0.99997322829395108) (0.0073172874327291932,0.99997322829395108) (0.67853185355382473,0.73457097935652926) (0.67853185355382473,-0.73457097935652926) (-0.23470816122497129,0.97206588205450006) (-0.23470816122497129,-0.97206588205450006) (0.27445026807874295,0.96160129489903767) (0.27445026807874295,-0.96160129489903767) (0.99353471662041581,-0.11352870504850003) (0.99353471662041581,0.11352870504850003) (0.8620309976811853,-0.50685556032935153) (0.8620309976811853,0.50685556032935153) (-0.92712572450504582,0.37475043823989651) (-0.92712572450504582,-0.37475043823989651)
 (1,0) (0.99101731365282453,-0.13373363092483162) (0.99101731365282453,0.13373363092483162) (-0.64282563430211082,-0.76601253506981748) (-0.64282563430211082,0.76601253506981748) (-0.20455708158454675,-0.97885463699857567) (-0.20455708158454675,0.97885463699857567) (-0.64420557934822764,-0.76485238545526824) (-0.64420557934822764,0.76485238545526824) (-0.45829865836701422,0.88879825592706629) (-0.45829865836701422,-0.88879825592706629) (0.86800999268090095,-0.49654672751524825) (0.86800999268090095,0.49654672751524825) (0.62409471566447838,-0.78134869672872309) (0.62409471566447838,0.78134869672872309) (-0.72637728318711048,0.68729618249319024) (-0.72637728318711048,-0.68729618249319024) (-0.86240850041020178,0.50621297733288795) (-0.86240850041020178,-0.50621297733288795) (-0.99730884805193887,0.073314811582072648) (-0.99730884805193887,-0.073314811582072648) (0.49397196230637658,0.86947783206657281) (0.49397196230637658,-0.86947783206657281) (-0.59514363669031112,-0.8036193450303637) (-0.59514363669031112,0.8036193450303637) (0.0073172874327291932,0.99997322829395108) (0.0073172874327291932,-0.99997322829395108) (0.67853185355382473,-0.73457097935652926) (0.67853185355382473,0.73457097935652926) (-0.23470816122497129,-0.97206588205450006) (-0.23470816122497129,0.97206588205450006) (0.27445026807874295,-0.96160129489903767) (0.27445026807874295,0.96160129489903767) (0.99353471662041581,0.11352870504850003) (0.99353471662041581,-0.11352870504850003) (0.8620309976811853,0.50685556032935153) (0.8620309976811853,-0.50685556032935153) (-0.92712572450504582,-0.37475043823989651) (-0.92712572450504582,0.37475043823989651)
 (1,0) (-0.92712572450504582,0.37475043823989651) (-0.92712572450504582,-0.37475043823989651) (0.99101731365282453,0.13373363092483162) (0.99101731365282453,-0.13373363092483162) (-0.64282563430211082,0.76601253506981748) (-0.64282563430211082,-0.76601253506981748) (-0.20455708158454675,0.97885463699857567) (-0.20455708158454675,-0.97885463699857567) (-0.64420557934822764,0.76485238545526824) (-0.64420557934822764,-0.76485238545526824) (-0.45829865836701422,-0.88879825592706629) (-0.45829865836701422,0.88879825592706629) (0.86800999268090095,0.49654672751524825) (0.86800999268090095,-0.49654672751524825) (0.62409471566447838,0.78134869672872309) (0.62409471566447838,-0.78134869672872309) (-0.72637728318711048,-0.68729618249319024) (-0.72637728318711048,0.68729618249319024) (-0.86240850041020178,-0.50621297733288795) (-0.86240850041020178,0.50621297733288795) (-0.99730884805193887,-0.073314811582072648) (-0.99730884805193887,0.073314811582072648) (0.49397196230637658,-0.86947783206657281) (0.49397196230637658,0.86947783206657281) (-0.59514363669031112,0.8036193450303637) (-0.59514363669031112,-0.8036193450303637) (0.0073172874327291932,-0.99997322829395108) (0.0073172874327291932,0.99997322829395108) (0.67853185355382473,0.73457097935652926) (0.67853185355382473,-0.73457097935652926) (-0.23470816122497129,0.97206588205450006) (-0.23470816122497129,-0.97206588205450006) (0.27445026807874295,0.96160129489903767) (0.27445026807874295,-0.96160129489903767) (0.99353471662041581,-0.11352870504850003) (0.99353471662041581,0.11352870504850003) (0.8620309976811853,-0.50685556032935153) (0.8620309976811853,0.50685556032935153)
 (1,0) (-0.92712572450504582,-0.37475043823989651) (-0.92712572450504582,0.37475043823989651) (0.99101731365282453,-0.13373363092483162) (0.99101731365282453,0.13373363092483162) (-0.64282563430211082,-0.76601253506981748) (-0.64282563430211082,0.76601253506981748) (-0.20455708158454675,-0.97885463699857567) (-0.20455708158454675,0.97885463699857567) (-0.64420557934822764,-0.76485238545526824) (-0.64420557934822764,0.76485238545526824) (-0.45829865836701422,0.88879825592706629) (-0.45829865836701422,-0.88879825592706629) (0.86800999268090095,-0.49654672751524825) (0.86800999268090095,0.49654672751524825) (0.62409471566447838,-0.78134869672872309) (0.62409471566447838,0.78134869672872309) (-0.72637728318711048,0.68729618249319024) (-0.72637728318711048,-0.68729618249319024) (-0.86240850041020178,0.50621297733288795) (-0.86240850041020178,-0.50621297733288795) (-0.99730884805193887,0.073314811582072648) (-0.99730884805193887,-0.073314811582072648) (0.49397196230637658,0.86947783206657281) (0.49397196230637658,-0.86947783206657281) (-0.59514363669031112,-0.8036193450303637) (-0.59514363669031112,0.8036193450303637) (0.0073172874327291932,0.99997322829395108) (0.0073172874327291932,-0.99997322829395108) (0.67853185355382473,-0.73457097935652926) (0.67853185355382473,0.73457097935652926) (-0.23470816122497129,-0.97206588205450006) (-0.23470816122497129,0.97206588205450006) (0.27445026807874295,-0.96160129489903767) (0.27445026807874295,0.96160129489903767) (0.99353471662041581,0.11352870504850003) (0.99353471662041581,-0.11352870504850003) (0.8620309976811853,0.50685556032935153) (0.8620309976811853,-0.50685556032935153)
 (1,0) (0.8620309976811853,-0.50685556032935153) (0.8620309976811853,0.50685556032935153) (-0.92712572450504582,0.37475043823989651) (-0.92712572450504582,-0.37475043823989651) (0.99101731365282453,0.13373363092483162) (0.99101731365282453,-0.13373363092483162) (-0.64282563430211082,0.76601253506981748) (-0.64282563430211082,-0.76601253506981748) (-0.20455708158454675,0.97885463699857567) (-0.20455708158454675,-0.97885463699857567) (-0.64420557934822764,0.76485238545526824) (-0.64420557934822764,-0.76485238545526824) (-0.45829865836701422,-0.88879825592706629) (-0.45829865836701422,0.88879825592706629) (0.86800999268090095,0.49654672751524825) (0.86800999268090095,-0.49654672751524825) (0.62409471566447838,0.78134869672872309) (0.62409471566447838,-0.78134869672872309) (-0.72637728318711048,-0.68729618249319024) (-0.72637728318711048,0.68729618249319024) (-0.86240850041020178,-0.50621297733288795) (-0.86240850041020178,0.50621297733288795) (-0.99730884805193887,-0.073314811582072648) (-0.99730884805193887,0.073314811582072648) (0.49397196230637658,-0.86947783206657281) (0.49397196230637658,0.86947783206657281) (-0.59514363669031112,0.8036193450303637) (-0.59514363669031112,-0.8036193450303637) (0.0073172874327291932,-0.99997322829395108) (0.0073172874327291932,0.99997322829395108) (0.67853185355382473,0.73457097935652926) (0.67853185355382473,-0.73457097935652926) (-0.23470816122497129,0.97206588205450006) (-0.23470816122497129,-0.97206588205450006) (0.27445026807874295,0.96160129489903767) (0.27445026807874295,-0.96160129489903767) (0.99353471662041581,-0.11352870504850003) (0.99353471662041581,0.11352870504850003)
