# Created by Octave 5.1.0, Tue Sep 14 19:12:06 2021 GMT <unknown@Ola>
# name: F_norm
# type: scalar
2.7419177335050743e-13


# name: H
# type: complex matrix
# rows: 63
# columns: 63
 (1,0) (-0.8552663751972609,-0.5181886022067046) (-0.8552663751972609,0.5181886022067046) (0.8194556753046327,0.5731425618561482) (0.8194556753046327,-0.5731425618561482) (0.81971039540237534,-0.5727782011121596) (0.81971039540237534,0.5727782011121596) (0.53868808568180593,0.84250527971311351) (0.53868808568180593,-0.84250527971311351) (-0.76124798189095155,-0.64846087782298356) (-0.76124798189095155,0.64846087782298356) (-0.51609203402174497,-0.856533135622492) (-0.51609203402174497,0.856533135622492) (-0.96075377431132203,0.27740256874540542) (-0.96075377431132203,-0.27740256874540542) (-0.91057198566293562,-0.41335052791288146) (-0.91057198566293562,0.41335052791288146) (-0.507945898995393,0.8613889735153113) (-0.507945898995393,-0.8613889735153113) (-0.071711390429932284,-0.99742542402056611) (-0.071711390429932284,0.99742542402056611) (0.27700123855592312,0.96086956130292978) (0.27700123855592312,-0.96086956130292978) (-0.68263452825001802,0.73075994747993389) (-0.68263452825001802,-0.73075994747993389) (-0.99214607657354426,0.12508462231514861) (-0.99214607657354426,-0.12508462231514861) (0.85154401681747072,-0.52428311762097324) (0.85154401681747072,0.52428311762097324) (0.64842486217598883,0.76127865996102251) (0.64842486217598883,-0.76127865996102251) (0.21778896432090197,0.97599588473519139) (0.21778896432090197,-0.97599588473519139) (0.070511045316428489,0.99751099868040771) (0.070511045316428489,-0.99751099868040771) (0.18224269264239129,0.98325357918415457) (0.18224269264239129,-0.98325357918415457) (0.99105457935594543,0.13345718690880021) (0.99105457935594543,-0.13345718690880021) (-0.84372968981939023,-0.53676830245206864) (-0.84372968981939023,0.53676830245206864) (-0.87036767598957077,0.49240238483633852) (-0.87036767598957077,-0.49240238483633852) (0.8468314461279095,-0.53186135585217431) (0.8468314461279095,0.53186135585217431) (-0.72497584595599851,-0.6887742901563505) (-0.72497584595599851,0.6887742901563505) (0.84872522834091491,0.52883408246600583) (0.84872522834091491,-0.52883408246600583) (0.85228645174872708,0.5230753331648933) (0.85228645174872708,-0.5230753331648933) (-0.51038264638908315,-0.8599474136625308) (-0.51038264638908315,0.8599474136625308) (0.18920712001846465,0.98193720050434896) (0.18920712001846465,-0.98193720050434896) (0.21535447640228678,0.97653594377959119) (0.21535447640228678,-0.97653594377959119) (0.80888411188629494,0.58796810588493642) (0.80888411188629494,-0.58796810588493642) (-0.94804615260943448,-0.31813282213950955) (-0.94804615260943448,0.31813282213950955) (0.47816166599811771,-0.87827183785540153) (0.47816166599811771,0.87827183785540153)
 (1,0) (0.47816166599811771,0.87827183785540153) (0.47816166599811771,-0.87827183785540153) (-0.8552663751972609,0.5181886022067046) (-0.8552663751972609,-0.5181886022067046) (0.8194556753046327,-0.5731425618561482) (0.8194556753046327,0.5731425618561482) (0.81971039540237534,0.5727782011121596) (0.81971039540237534,-0.5727782011121596) (0.53868808568180593,-0.84250527971311351) (0.53868808568180593,0.84250527971311351) (-0.76124798189095155,0.64846087782298356) (-0.76124798189095155,-0.64846087782298356) (-0.51609203402174497,0.856533135622492) (-0.51609203402174497,-0.856533135622492) (-0.96075377431132203,-0.27740256874540542) (-0.96075377431132203,0.27740256874540542) (-0.91057198566293562,0.41335052791288146) (-0.91057198566293562,-0.41335052791288146) (-0.507945898995393,-0.8613889735153113) (-0.507945898995393,0.8613889735153113) (-0.071711390429932284,0.99742542402056611) (-0.071711390429932284,-0.99742542402056611) (0.27700123855592312,-0.96086956130292978) (0.27700123855592312,0.96086956130292978) (-0.68263452825001802,-0.73075994747993389) (-0.68263452825001802,0.73075994747993389) (-0.99214607657354426,-0.12508462231514861) (-0.99214607657354426,0.12508462231514861) (0.85154401681747072,0.52428311762097324) (0.85154401681747072,-0.52428311762097324) (0.64842486217598883,-0.76127865996102251) (0.64842486217598883,0.76127865996102251) (0.21778896432090197,-0.97599588473519139) (0.21778896432090197,0.97599588473519139) (0.070511045316428489,-0.99751099868040771) (0.070511045316428489,0.99751099868040771) (0.18224269264239129,-0.98325357918415457) (0.18224269264239129,0.98325357918415457) (0.99105457935594543,-0.13345718690880021) (0.99105457935594543,0.13345718690880021) (-0.84372968981939023,0.53676830245206864) (-0.84372968981939023,-0.53676830245206864) (-0.87036767598957077,-0.49240238483633852) (-0.87036767598957077,0.49240238483633852) (0.8468314461279095,0.53186135585217431) (0.8468314461279095,-0.53186135585217431) (-0.72497584595599851,0.6887742901563505) (-0.72497584595599851,-0.6887742901563505) (0.84872522834091491,-0.52883408246600583) (0.84872522834091491,0.52883408246600583) (0.85228645174872708,-0.5230753331648933) (0.85228645174872708,0.5230753331648933) (-0.51038264638908315,0.8599474136625308) (-0.51038264638908315,-0.8599474136625308) (0.18920712001846465,-0.98193720050434896) (0.18920712001846465,0.98193720050434896) (0.21535447640228678,-0.97653594377959119) (0.21535447640228678,0.97653594377959119) (0.80888411188629494,-0.58796810588493642) (0.80888411188629494,0.58796810588493642) (-0.94804615260943448,0.31813282213950955) (-0.94804615260943448,-0.31813282213950955)
 (1,0) (0.47816166599811771,-0.87827183785540153) (0.47816166599811771,0.87827183785540153) (-0.8552663751972609,-0.5181886022067046) (-0.8552663751972609,0.5181886022067046) (0.8194556753046327,0.5731425618561482) (0.8194556753046327,-0.5731425618561482) (0.81971039540237534,-0.5727782011121596) (0.81971039540237534,0.5727782011121596) (0.53868808568180593,0.84250527971311351) (0.53868808568180593,-0.84250527971311351) (-0.76124798189095155,-0.64846087782298356) (-0.76124798189095155,0.64846087782298356) (-0.51609203402174497,-0.856533135622492) (-0.51609203402174497,0.856533135622492) (-0.96075377431132203,0.27740256874540542) (-0.96075377431132203,-0.27740256874540542) (-0.91057198566293562,-0.41335052791288146) (-0.91057198566293562,0.41335052791288146) (-0.507945898995393,0.8613889735153113) (-0.507945898995393,-0.8613889735153113) (-0.071711390429932284,-0.99742542402056611) (-0.071711390429932284,0.99742542402056611) (0.27700123855592312,0.96086956130292978) (0.27700123855592312,-0.96086956130292978) (-0.68263452825001802,0.73075994747993389) (-0.68263452825001802,-0.73075994747993389) (-0.99214607657354426,0.12508462231514861) (-0.99214607657354426,-0.12508462231514861) (0.85154401681747072,-0.52428311762097324) (0.85154401681747072,0.52428311762097324) (0.64842486217598883,0.76127865996102251) (0.64842486217598883,-0.76127865996102251) (0.21778896432090197,0.97599588473519139) (0.21778896432090197,-0.97599588473519139) (0.070511045316428489,0.99751099868040771) (0.070511045316428489,-0.99751099868040771) (0.18224269264239129,0.98325357918415457) (0.18224269264239129,-0.98325357918415457) (0.99105457935594543,0.13345718690880021) (0.99105457935594543,-0.13345718690880021) (-0.84372968981939023,-0.53676830245206864) (-0.84372968981939023,0.53676830245206864) (-0.87036767598957077,0.49240238483633852) (-0.87036767598957077,-0.49240238483633852) (0.8468314461279095,-0.53186135585217431) (0.8468314461279095,0.53186135585217431) (-0.72497584595599851,-0.6887742901563505) (-0.72497584595599851,0.6887742901563505) (0.84872522834091491,0.52883408246600583) (0.84872522834091491,-0.52883408246600583) (0.85228645174872708,0.5230753331648933) (0.85228645174872708,-0.5230753331648933) (-0.51038264638908315,-0.8599474136625308) (-0.51038264638908315,0.8599474136625308) (0.18920712001846465,0.98193720050434896) (0.18920712001846465,-0.98193720050434896) (0.21535447640228678,0.97653594377959119) (0.21535447640228678,-0.97653594377959119) (0.80888411188629494,0.58796810588493642) (0.80888411188629494,-0.58796810588493642) (-0.94804615260943448,-0.31813282213950955) (-0.94804615260943448,0.31813282213950955)
 (1,0) (-0.94804615260943448,0.31813282213950955) (-0.94804615260943448,-0.31813282213950955) (0.47816166599811771,0.87827183785540153) (0.47816166599811771,-0.87827183785540153) (-0.8552663751972609,0.5181886022067046) (-0.8552663751972609,-0.5181886022067046) (0.8194556753046327,-0.5731425618561482) (0.8194556753046327,0.5731425618561482) (0.81971039540237534,0.5727782011121596) (0.81971039540237534,-0.5727782011121596) (0.53868808568180593,-0.84250527971311351) (0.53868808568180593,0.84250527971311351) (-0.76124798189095155,0.64846087782298356) (-0.76124798189095155,-0.64846087782298356) (-0.51609203402174497,0.856533135622492) (-0.51609203402174497,-0.856533135622492) (-0.96075377431132203,-0.27740256874540542) (-0.96075377431132203,0.27740256874540542) (-0.91057198566293562,0.41335052791288146) (-0.91057198566293562,-0.41335052791288146) (-0.507945898995393,-0.8613889735153113) (-0.507945898995393,0.8613889735153113) (-0.071711390429932284,0.99742542402056611) (-0.071711390429932284,-0.99742542402056611) (0.27700123855592312,-0.96086956130292978) (0.27700123855592312,0.96086956130292978) (-0.68263452825001802,-0.73075994747993389) (-0.68263452825001802,0.73075994747993389) (-0.99214607657354426,-0.12508462231514861) (-0.99214607657354426,0.12508462231514861) (0.85154401681747072,0.52428311762097324) (0.85154401681747072,-0.52428311762097324) (0.64842486217598883,-0.76127865996102251) (0.64842486217598883,0.76127865996102251) (0.21778896432090197,-0.97599588473519139) (0.21778896432090197,0.97599588473519139) (0.070511045316428489,-0.99751099868040771) (0.070511045316428489,0.99751099868040771) (0.18224269264239129,-0.98325357918415457) (0.18224269264239129,0.98325357918415457) (0.99105457935594543,-0.13345718690880021) (0.99105457935594543,0.13345718690880021) (-0.84372968981939023,0.53676830245206864) (-0.84372968981939023,-0.53676830245206864) (-0.87036767598957077,-0.49240238483633852) (-0.87036767598957077,0.49240238483633852) (0.8468314461279095,0.53186135585217431) (0.8468314461279095,-0.53186135585217431) (-0.72497584595599851,0.6887742901563505) (-0.72497584595599851,-0.6887742901563505) (0.84872522834091491,-0.52883408246600583) (0.84872522834091491,0.52883408246600583) (0.85228645174872708,-0.5230753331648933) (0.85228645174872708,0.5230753331648933) (-0.51038264638908315,0.8599474136625308) (-0.51038264638908315,-0.8599474136625308) (0.18920712001846465,-0.98193720050434896) (0.18920712001846465,0.98193720050434896) (0.21535447640228678,-0.97653594377959119) (0.21535447640228678,0.97653594377959119) (0.80888411188629494,-0.58796810588493642) (0.80888411188629494,0.58796810588493642)
 (1,0) (-0.94804615260943448,-0.31813282213950955) (-0.94804615260943448,0.31813282213950955) (0.47816166599811771,-0.87827183785540153) (0.47816166599811771,0.87827183785540153) (-0.8552663751972609,-0.5181886022067046) (-0.8552663751972609,0.5181886022067046) (0.8194556753046327,0.5731425618561482) (0.8194556753046327,-0.5731425618561482) (0.81971039540237534,-0.5727782011121596) (0.81971039540237534,0.5727782011121596) (0.53868808568180593,0.84250527971311351) (0.53868808568180593,-0.84250527971311351) (-0.76124798189095155,-0.64846087782298356) (-0.76124798189095155,0.64846087782298356) (-0.51609203402174497,-0.856533135622492) (-0.51609203402174497,0.856533135622492) (-0.96075377431132203,0.27740256874540542) (-0.96075377431132203,-0.27740256874540542) (-0.91057198566293562,-0.41335052791288146) (-0.91057198566293562,0.41335052791288146) (-0.507945898995393,0.8613889735153113) (-0.507945898995393,-0.8613889735153113) (-0.071711390429932284,-0.99742542402056611) (-0.071711390429932284,0.99742542402056611) (0.27700123855592312,0.96086956130292978) (0.27700123855592312,-0.96086956130292978) (-0.68263452825001802,0.73075994747993389) (-0.68263452825001802,-0.73075994747993389) (-0.99214607657354426,0.12508462231514861) (-0.99214607657354426,-0.12508462231514861) (0.85154401681747072,-0.52428311762097324) (0.85154401681747072,0.52428311762097324) (0.64842486217598883,0.76127865996102251) (0.64842486217598883,-0.76127865996102251) (0.21778896432090197,0.97599588473519139) (0.21778896432090197,-0.97599588473519139) (0.070511045316428489,0.99751099868040771) (0.070511045316428489,-0.99751099868040771) (0.18224269264239129,0.98325357918415457) (0.18224269264239129,-0.98325357918415457) (0.99105457935594543,0.13345718690880021) (0.99105457935594543,-0.13345718690880021) (-0.84372968981939023,-0.53676830245206864) (-0.84372968981939023,0.53676830245206864) (-0.87036767598957077,0.49240238483633852) (-0.87036767598957077,-0.49240238483633852) (0.8468314461279095,-0.53186135585217431) (0.8468314461279095,0.53186135585217431) (-0.72497584595599851,-0.6887742901563505) (-0.72497584595599851,0.6887742901563505) (0.84872522834091491,0.52883408246600583) (0.84872522834091491,-0.52883408246600583) (0.85228645174872708,0.5230753331648933) (0.85228645174872708,-0.5230753331648933) (-0.51038264638908315,-0.8599474136625308) (-0.51038264638908315,0.8599474136625308) (0.18920712001846465,0.98193720050434896) (0.18920712001846465,-0.98193720050434896) (0.21535447640228678,0.97653594377959119) (0.21535447640228678,-0.97653594377959119) (0.80888411188629494,0.58796810588493642) (0.80888411188629494,-0.58796810588493642)
 (1,0) (0.80888411188629494,-0.58796810588493642) (0.80888411188629494,0.58796810588493642) (-0.94804615260943448,0.31813282213950955) (-0.94804615260943448,-0.31813282213950955) (0.47816166599811771,0.87827183785540153) (0.47816166599811771,-0.87827183785540153) (-0.8552663751972609,0.5181886022067046) (-0.8552663751972609,-0.5181886022067046) (0.8194556753046327,-0.5731425618561482) (0.8194556753046327,0.5731425618561482) (0.81971039540237534,0.5727782011121596) (0.81971039540237534,-0.5727782011121596) (0.53868808568180593,-0.84250527971311351) (0.53868808568180593,0.84250527971311351) (-0.76124798189095155,0.64846087782298356) (-0.76124798189095155,-0.64846087782298356) (-0.51609203402174497,0.856533135622492) (-0.51609203402174497,-0.856533135622492) (-0.96075377431132203,-0.27740256874540542) (-0.96075377431132203,0.27740256874540542) (-0.91057198566293562,0.41335052791288146) (-0.91057198566293562,-0.41335052791288146) (-0.507945898995393,-0.8613889735153113) (-0.507945898995393,0.8613889735153113) (-0.071711390429932284,0.99742542402056611) (-0.071711390429932284,-0.99742542402056611) (0.27700123855592312,-0.96086956130292978) (0.27700123855592312,0.96086956130292978) (-0.68263452825001802,-0.73075994747993389) (-0.68263452825001802,0.73075994747993389) (-0.99214607657354426,-0.12508462231514861) (-0.99214607657354426,0.12508462231514861) (0.85154401681747072,0.52428311762097324) (0.85154401681747072,-0.52428311762097324) (0.64842486217598883,-0.76127865996102251) (0.64842486217598883,0.76127865996102251) (0.21778896432090197,-0.97599588473519139) (0.21778896432090197,0.97599588473519139) (0.070511045316428489,-0.99751099868040771) (0.070511045316428489,0.99751099868040771) (0.18224269264239129,-0.98325357918415457) (0.18224269264239129,0.98325357918415457) (0.99105457935594543,-0.13345718690880021) (0.99105457935594543,0.13345718690880021) (-0.84372968981939023,0.53676830245206864) (-0.84372968981939023,-0.53676830245206864) (-0.87036767598957077,-0.49240238483633852) (-0.87036767598957077,0.49240238483633852) (0.8468314461279095,0.53186135585217431) (0.8468314461279095,-0.53186135585217431) (-0.72497584595599851,0.6887742901563505) (-0.72497584595599851,-0.6887742901563505) (0.84872522834091491,-0.52883408246600583) (0.84872522834091491,0.52883408246600583) (0.85228645174872708,-0.5230753331648933) (0.85228645174872708,0.5230753331648933) (-0.51038264638908315,0.8599474136625308) (-0.51038264638908315,-0.8599474136625308) (0.18920712001846465,-0.98193720050434896) (0.18920712001846465,0.98193720050434896) (0.21535447640228678,-0.97653594377959119) (0.21535447640228678,0.97653594377959119)
 (1,0) (0.80888411188629494,0.58796810588493642) (0.80888411188629494,-0.58796810588493642) (-0.94804615260943448,-0.31813282213950955) (-0.94804615260943448,0.31813282213950955) (0.47816166599811771,-0.87827183785540153) (0.47816166599811771,0.87827183785540153) (-0.8552663751972609,-0.5181886022067046) (-0.8552663751972609,0.5181886022067046) (0.8194556753046327,0.5731425618561482) (0.8194556753046327,-0.5731425618561482) (0.81971039540237534,-0.5727782011121596) (0.81971039540237534,0.5727782011121596) (0.53868808568180593,0.84250527971311351) (0.53868808568180593,-0.84250527971311351) (-0.76124798189095155,-0.64846087782298356) (-0.76124798189095155,0.64846087782298356) (-0.51609203402174497,-0.856533135622492) (-0.51609203402174497,0.856533135622492) (-0.96075377431132203,0.27740256874540542) (-0.96075377431132203,-0.27740256874540542) (-0.91057198566293562,-0.41335052791288146) (-0.91057198566293562,0.41335052791288146) (-0.507945898995393,0.8613889735153113) (-0.507945898995393,-0.8613889735153113) (-0.071711390429932284,-0.99742542402056611) (-0.071711390429932284,0.99742542402056611) (0.27700123855592312,0.96086956130292978) (0.27700123855592312,-0.96086956130292978) (-0.68263452825001802,0.73075994747993389) (-0.68263452825001802,-0.73075994747993389) (-0.99214607657354426,0.12508462231514861) (-0.99214607657354426,-0.12508462231514861) (0.85154401681747072,-0.52428311762097324) (0.85154401681747072,0.52428311762097324) (0.64842486217598883,0.76127865996102251) (0.64842486217598883,-0.76127865996102251) (0.21778896432090197,0.97599588473519139) (0.21778896432090197,-0.97599588473519139) (0.070511045316428489,0.99751099868040771) (0.070511045316428489,-0.99751099868040771) (0.18224269264239129,0.98325357918415457) (0.18224269264239129,-0.98325357918415457) (0.99105457935594543,0.13345718690880021) (0.99105457935594543,-0.13345718690880021) (-0.84372968981939023,-0.53676830245206864) (-0.84372968981939023,0.53676830245206864) (-0.87036767598957077,0.49240238483633852) (-0.87036767598957077,-0.49240238483633852) (0.8468314461279095,-0.53186135585217431) (0.8468314461279095,0.53186135585217431) (-0.72497584595599851,-0.6887742901563505) (-0.72497584595599851,0.6887742901563505) (0.84872522834091491,0.52883408246600583) (0.84872522834091491,-0.52883408246600583) (0.85228645174872708,0.5230753331648933) (0.85228645174872708,-0.5230753331648933) (-0.51038264638908315,-0.8599474136625308) (-0.51038264638908315,0.8599474136625308) (0.18920712001846465,0.98193720050434896) (0.18920712001846465,-0.98193720050434896) (0.21535447640228678,0.97653594377959119) (0.21535447640228678,-0.97653594377959119)
 (1,0) (0.21535447640228678,-0.97653594377959119) (0.21535447640228678,0.97653594377959119) (0.80888411188629494,-0.58796810588493642) (0.80888411188629494,0.58796810588493642) (-0.94804615260943448,0.31813282213950955) (-0.94804615260943448,-0.31813282213950955) (0.47816166599811771,0.87827183785540153) (0.47816166599811771,-0.87827183785540153) (-0.8552663751972609,0.5181886022067046) (-0.8552663751972609,-0.5181886022067046) (0.8194556753046327,-0.5731425618561482) (0.8194556753046327,0.5731425618561482) (0.81971039540237534,0.5727782011121596) (0.81971039540237534,-0.5727782011121596) (0.53868808568180593,-0.84250527971311351) (0.53868808568180593,0.84250527971311351) (-0.76124798189095155,0.64846087782298356) (-0.76124798189095155,-0.64846087782298356) (-0.51609203402174497,0.856533135622492) (-0.51609203402174497,-0.856533135622492) (-0.96075377431132203,-0.27740256874540542) (-0.96075377431132203,0.27740256874540542) (-0.91057198566293562,0.41335052791288146) (-0.91057198566293562,-0.41335052791288146) (-0.507945898995393,-0.8613889735153113) (-0.507945898995393,0.8613889735153113) (-0.071711390429932284,0.99742542402056611) (-0.071711390429932284,-0.99742542402056611) (0.27700123855592312,-0.96086956130292978) (0.27700123855592312,0.96086956130292978) (-0.68263452825001802,-0.73075994747993389) (-0.68263452825001802,0.73075994747993389) (-0.99214607657354426,-0.12508462231514861) (-0.99214607657354426,0.12508462231514861) (0.85154401681747072,0.52428311762097324) (0.85154401681747072,-0.52428311762097324) (0.64842486217598883,-0.76127865996102251) (0.64842486217598883,0.76127865996102251) (0.21778896432090197,-0.97599588473519139) (0.21778896432090197,0.97599588473519139) (0.070511045316428489,-0.99751099868040771) (0.070511045316428489,0.99751099868040771) (0.18224269264239129,-0.98325357918415457) (0.18224269264239129,0.98325357918415457) (0.99105457935594543,-0.13345718690880021) (0.99105457935594543,0.13345718690880021) (-0.84372968981939023,0.53676830245206864) (-0.84372968981939023,-0.53676830245206864) (-0.87036767598957077,-0.49240238483633852) (-0.87036767598957077,0.49240238483633852) (0.8468314461279095,0.53186135585217431) (0.8468314461279095,-0.53186135585217431) (-0.72497584595599851,0.6887742901563505) (-0.72497584595599851,-0.6887742901563505) (0.84872522834091491,-0.52883408246600583) (0.84872522834091491,0.52883408246600583) (0.85228645174872708,-0.5230753331648933) (0.85228645174872708,0.5230753331648933) (-0.51038264638908315,0.8599474136625308) (-0.51038264638908315,-0.8599474136625308) (0.18920712001846465,-0.98193720050434896) (0.18920712001846465,0.98193720050434896)
 (1,0) (0.21535447640228678,0.97653594377959119) (0.21535447640228678,-0.97653594377959119) (0.80888411188629494,0.58796810588493642) (0.80888411188629494,-0.58796810588493642) (-0.94804615260943448,-0.31813282213950955) (-0.94804615260943448,0.31813282213950955) (0.47816166599811771,-0.87827183785540153) (0.47816166599811771,0.87827183785540153) (-0.8552663751972609,-0.5181886022067046) (-0.8552663751972609,0.5181886022067046) (0.8194556753046327,0.5731425618561482) (0.8194556753046327,-0.5731425618561482) (0.81971039540237534,-0.5727782011121596) (0.81971039540237534,0.5727782011121596) (0.53868808568180593,0.84250527971311351) (0.53868808568180593,-0.84250527971311351) (-0.76124798189095155,-0.64846087782298356) (-0.76124798189095155,0.64846087782298356) (-0.51609203402174497,-0.856533135622492) (-0.51609203402174497,0.856533135622492) (-0.96075377431132203,0.27740256874540542) (-0.96075377431132203,-0.27740256874540542) (-0.91057198566293562,-0.41335052791288146) (-0.91057198566293562,0.41335052791288146) (-0.507945898995393,0.8613889735153113) (-0.507945898995393,-0.8613889735153113) (-0.071711390429932284,-0.99742542402056611) (-0.071711390429932284,0.99742542402056611) (0.27700123855592312,0.96086956130292978) (0.27700123855592312,-0.96086956130292978) (-0.68263452825001802,0.73075994747993389) (-0.68263452825001802,-0.73075994747993389) (-0.99214607657354426,0.12508462231514861) (-0.99214607657354426,-0.12508462231514861) (0.85154401681747072,-0.52428311762097324) (0.85154401681747072,0.52428311762097324) (0.64842486217598883,0.76127865996102251) (0.64842486217598883,-0.76127865996102251) (0.21778896432090197,0.97599588473519139) (0.21778896432090197,-0.97599588473519139) (0.070511045316428489,0.99751099868040771) (0.070511045316428489,-0.99751099868040771) (0.18224269264239129,0.98325357918415457) (0.18224269264239129,-0.98325357918415457) (0.99105457935594543,0.13345718690880021) (0.99105457935594543,-0.13345718690880021) (-0.84372968981939023,-0.53676830245206864) (-0.84372968981939023,0.53676830245206864) (-0.87036767598957077,0.49240238483633852) (-0.87036767598957077,-0.49240238483633852) (0.8468314461279095,-0.53186135585217431) (0.8468314461279095,0.53186135585217431) (-0.72497584595599851,-0.6887742901563505) (-0.72497584595599851,0.6887742901563505) (0.84872522834091491,0.52883408246600583) (0.84872522834091491,-0.52883408246600583) (0.85228645174872708,0.5230753331648933) (0.85228645174872708,-0.5230753331648933) (-0.51038264638908315,-0.8599474136625308) (-0.51038264638908315,0.8599474136625308) (0.18920712001846465,0.98193720050434896) (0.18920712001846465,-0.98193720050434896)
 (1,0) (0.18920712001846465,-0.98193720050434896) (0.18920712001846465,0.98193720050434896) (0.21535447640228678,-0.97653594377959119) (0.21535447640228678,0.97653594377959119) (0.80888411188629494,-0.58796810588493642) (0.80888411188629494,0.58796810588493642) (-0.94804615260943448,0.31813282213950955) (-0.94804615260943448,-0.31813282213950955) (0.47816166599811771,0.87827183785540153) (0.47816166599811771,-0.87827183785540153) (-0.8552663751972609,0.5181886022067046) (-0.8552663751972609,-0.5181886022067046) (0.8194556753046327,-0.5731425618561482) (0.8194556753046327,0.5731425618561482) (0.81971039540237534,0.5727782011121596) (0.81971039540237534,-0.5727782011121596) (0.53868808568180593,-0.84250527971311351) (0.53868808568180593,0.84250527971311351) (-0.76124798189095155,0.64846087782298356) (-0.76124798189095155,-0.64846087782298356) (-0.51609203402174497,0.856533135622492) (-0.51609203402174497,-0.856533135622492) (-0.96075377431132203,-0.27740256874540542) (-0.96075377431132203,0.27740256874540542) (-0.91057198566293562,0.41335052791288146) (-0.91057198566293562,-0.41335052791288146) (-0.507945898995393,-0.8613889735153113) (-0.507945898995393,0.8613889735153113) (-0.071711390429932284,0.99742542402056611) (-0.071711390429932284,-0.99742542402056611) (0.27700123855592312,-0.96086956130292978) (0.27700123855592312,0.96086956130292978) (-0.68263452825001802,-0.73075994747993389) (-0.68263452825001802,0.73075994747993389) (-0.99214607657354426,-0.12508462231514861) (-0.99214607657354426,0.12508462231514861) (0.85154401681747072,0.52428311762097324) (0.85154401681747072,-0.52428311762097324) (0.64842486217598883,-0.76127865996102251) (0.64842486217598883,0.76127865996102251) (0.21778896432090197,-0.97599588473519139) (0.21778896432090197,0.97599588473519139) (0.070511045316428489,-0.99751099868040771) (0.070511045316428489,0.99751099868040771) (0.18224269264239129,-0.98325357918415457) (0.18224269264239129,0.98325357918415457) (0.99105457935594543,-0.13345718690880021) (0.99105457935594543,0.13345718690880021) (-0.84372968981939023,0.53676830245206864) (-0.84372968981939023,-0.53676830245206864) (-0.87036767598957077,-0.49240238483633852) (-0.87036767598957077,0.49240238483633852) (0.8468314461279095,0.53186135585217431) (0.8468314461279095,-0.53186135585217431) (-0.72497584595599851,0.6887742901563505) (-0.72497584595599851,-0.6887742901563505) (0.84872522834091491,-0.52883408246600583) (0.84872522834091491,0.52883408246600583) (0.85228645174872708,-0.5230753331648933) (0.85228645174872708,0.5230753331648933) (-0.51038264638908315,0.8599474136625308) (-0.51038264638908315,-0.8599474136625308)
 (1,0) (0.18920712001846465,0.98193720050434896) (0.18920712001846465,-0.98193720050434896) (0.21535447640228678,0.97653594377959119) (0.21535447640228678,-0.97653594377959119) (0.80888411188629494,0.58796810588493642) (0.80888411188629494,-0.58796810588493642) (-0.94804615260943448,-0.31813282213950955) (-0.94804615260943448,0.31813282213950955) (0.47816166599811771,-0.87827183785540153) (0.47816166599811771,0.87827183785540153) (-0.8552663751972609,-0.5181886022067046) (-0.8552663751972609,0.5181886022067046) (0.8194556753046327,0.5731425618561482) (0.8194556753046327,-0.5731425618561482) (0.81971039540237534,-0.5727782011121596) (0.81971039540237534,0.5727782011121596) (0.53868808568180593,0.84250527971311351) (0.53868808568180593,-0.84250527971311351) (-0.76124798189095155,-0.64846087782298356) (-0.76124798189095155,0.64846087782298356) (-0.51609203402174497,-0.856533135622492) (-0.51609203402174497,0.856533135622492) (-0.96075377431132203,0.27740256874540542) (-0.96075377431132203,-0.27740256874540542) (-0.91057198566293562,-0.41335052791288146) (-0.91057198566293562,0.41335052791288146) (-0.507945898995393,0.8613889735153113) (-0.507945898995393,-0.8613889735153113) (-0.071711390429932284,-0.99742542402056611) (-0.071711390429932284,0.99742542402056611) (0.27700123855592312,0.96086956130292978) (0.27700123855592312,-0.96086956130292978) (-0.68263452825001802,0.73075994747993389) (-0.68263452825001802,-0.73075994747993389) (-0.99214607657354426,0.12508462231514861) (-0.99214607657354426,-0.12508462231514861) (0.85154401681747072,-0.52428311762097324) (0.85154401681747072,0.52428311762097324) (0.64842486217598883,0.76127865996102251) (0.64842486217598883,-0.76127865996102251) (0.21778896432090197,0.97599588473519139) (0.21778896432090197,-0.97599588473519139) (0.070511045316428489,0.99751099868040771) (0.070511045316428489,-0.99751099868040771) (0.18224269264239129,0.98325357918415457) (0.18224269264239129,-0.98325357918415457) (0.99105457935594543,0.13345718690880021) (0.99105457935594543,-0.13345718690880021) (-0.84372968981939023,-0.53676830245206864) (-0.84372968981939023,0.53676830245206864) (-0.87036767598957077,0.49240238483633852) (-0.87036767598957077,-0.49240238483633852) (0.8468314461279095,-0.53186135585217431) (0.8468314461279095,0.53186135585217431) (-0.72497584595599851,-0.6887742901563505) (-0.72497584595599851,0.6887742901563505) (0.84872522834091491,0.52883408246600583) (0.84872522834091491,-0.52883408246600583) (0.85228645174872708,0.5230753331648933) (0.85228645174872708,-0.5230753331648933) (-0.51038264638908315,-0.8599474136625308) (-0.51038264638908315,0.8599474136625308)
